0,1,2,3,4,5,6,7,8,9
-0.5774928624702887,-0.48786447620594237,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.6546814760825151,0.7451333097293302,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.2694492778320878,-0.4748669654497216,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.42364878760386443,0.39500347664253266,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.42364878760386443,-0.4724600190133844,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2.735976642027191e-16,-0.4645979691737327,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.8868558146353192,0.37117470692279453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-2.1177107856612936,-0.22165620034705105,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.19243838167253755,-0.41308931543611727,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-1.1935800317466907,-0.04843693033103557,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.9636889933421933,-0.3058993256188521,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.19489939927352,-0.11623194643548287,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7315146547893893,-0.4724600190133844,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.7316923722420654,-0.02524937114193778,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.1935800317466907,-0.476230259911263,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1.9638667107948693,-0.31937822566234025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-2.1177107856612936,-0.06664884984693713,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2.735976642027191e-16,-0.3771449401344324,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.11560520296566344,-0.2808670826809455,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2.735976642027191e-16,-0.48834586549320974,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.42364878760386443,-0.12682251075536644,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3466378914443142,-0.3771449401344324,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.1165691355871405,-0.472860534900391,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
-0.1154274855129873,0.056105418406258684,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.6556454087039922,-0.22165620034705105,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
